whale_id,rank,crypto,position_size_usd,entry_price,current_price,units,current_value,unrealized_pnl,unrealized_pnl_pct,position_open_date,trading_volume,trading_frequency,win_rate,avg_holding_period,max_drawdown,sharpe_ratio,leverage,strategy,activity_level,market_correlation,position_type,stop_loss,take_profit,num_historical_trades,win_trades,loss_trades,avg_profit_pct,avg_loss_pct,historical_pnl,historical_pnl_pct,recent_trades,recent_win_rate,recent_win_trades,recent_loss_trades,recent_pnl,recent_pnl_pct,wallet_age,num_tokens_held,portfolio_concentration
Whale_1,1,XRP,4440599.409765398,25.945109234469168,27.031072755528168,171153.6216569817,4626465.999382014,185866.58961661626,4.185619383002075,2025-03-11,15226807.064481696,2,0.701577292720979,33.496428585896155,0.10031150633640573,1.2943956898748,10,Day Trading,10,0.6148538589793427,Long,23.5144579945409,34.8894562335154,51,35,16,0.12489560319142233,0.09180664417526149,252717.10753919586,5.691058440971761,18,0.7158237529596445,12,6,233848.7178970129,5.266152073586105,1628,3,0.6949553050522405
Whale_1,1,ADA,9826739.078862004,0.1,0.11421159731569959,98267390.78862004,11223275.666014358,1396536.5871523544,14.211597315699581,2025-02-10,15123569.746322043,15,0.6923264286578524,53.71275879058539,0.4332779646944658,0.8908216395483555,1,Scalping,6,0.4247649977209133,Long,0.09453030061316663,0.14369139098379993,53,36,17,0.03412297580749174,0.13692332899977053,-203815.73961066423,-2.074093328163012,7,0.7094632567768495,4,3,-385037.023464515,-3.9182583395620654,1585,23,0.4406256950193677
Whale_1,1,LTC,4954573.285674462,0.1,0.11160550625250523,49545732.85674462,5529576.598128365,575003.3124539033,11.605506252505226,2025-03-09,23998213.359355997,13,0.4692787507505561,34.86125954092192,0.12982025747190834,0.8919341756669468,10,Scalping,8,0.30331327027416144,Short,0.11560286015771426,0.06083971327836051,42,19,23,0.21984402592109614,0.10868010318324023,197875.52602293697,3.993795522110242,8,0.3796452324376259,3,5,71922.79174390378,1.451644523088591,602,23,0.5516309394977055
Whale_1,1,BNB,9440060.897465292,50.626291119709904,60.925501496904424,186465.5831718645,11360509.166658588,1920448.2691932954,20.343600428562343,2025-02-28,24779849.87472632,5,0.40993557386319257,41.76312281480908,0.2024273291045296,1.0795729133921739,1,Momentum Trading,1,0.488613588645796,Long,41.20296788580376,60.737216618389844,24,9,15,0.05344423281050251,0.060537083565104,-167977.29249990828,-1.7794089924251557,6,0.48430670224031525,2,4,-212810.23282319924,-2.254331143990183,1822,22,0.7103508792614434
Whale_1,1,LINK,12507241.657624025,67.90933264660138,70.5284279052571,184175.59369507318,12989615.081830895,482373.4242068697,3.8567530508441874,2025-02-19,29695878.397497766,11,0.5971769343794758,18.38935603880244,0.24251913523078997,0.9121774837664098,5,Swing Trading,9,0.7908088595534959,Short,71.37561646065824,47.24459599430354,18,10,8,0.34451156144867856,0.09233317712419299,1880568.1474651243,15.035834430518008,9,0.6424705670328268,5,4,1880568.1474651243,15.035834430518008,1497,32,0.43909296630752453
Whale_1,1,DOT,9169695.458244674,0.1,0.09780290789887576,91696954.58244674,8968228.803634431,-201466.6546102427,-2.197092101124248,2025-02-05,44298916.38065981,7,0.26218431770514383,29.602291868261748,0.21393619775098704,1.2818781460397335,2,Swing Trading,5,0.5070427488160099,Long,0.0847894182266785,0.13123738333268548,99,25,74,0.10673907194519866,0.15714114072575103,-829900.7509694764,-9.050472338460212,16,0.33737762097382124,5,11,-684779.7832758545,-7.467857426607925,866,38,0.32583734953943994
Whale_1,1,XRP,9772986.723565819,20.84683630811712,22.449198358488903,468799.51370657224,10524173.273561977,751186.5499961581,7.686355985574044,2025-01-21,18993900.284473006,6,0.6315233036863654,41.84509207126008,0.23038356208075392,1.5451915706104336,1,Day Trading,3,0.5091995923750376,Long,16.863454311892657,26.24676747664838,48,30,18,0.07167467076637628,0.08389692418971623,130325.93128955229,1.3335322657841588,9,0.7128750254233325,6,3,193675.89512579606,1.9817472447678774,445,48,0.4664006086995967
Whale_1,1,UNI,3845678.417830224,13.14122998665912,14.129968966282073,292642.19724746683,4135025.165331303,289346.747501079,7.523945480192588,2025-03-03,12879009.95631213,9,0.6947215873492654,14.027532707054911,0.4386644568953224,0.9716085592109358,5,Momentum Trading,1,0.39697722845676825,Short,14.99367504752909,11.778762759795885,98,68,30,0.256529246884595,0.10874165059957357,556514.3738629578,14.471162520576788,2,0.5730360981133414,1,1,284171.7847281565,7.389379814251071,1843,41,0.18194393950800902
Whale_1,1,XRP,6244102.876680357,0.1,0.11154966039896191,62441028.76680357,6965275.55389875,721172.6772183925,11.549660398961906,2025-03-28,23379355.185554158,1,0.7402584283605853,39.51360444396435,0.3545330472743582,3.648876171502608,1,Day Trading,6,0.5358586348000562,Short,0.11446707938995895,0.05820754785833407,39,28,11,0.28644334473203187,0.15860144519022001,1004787.8671278254,16.091789116421722,0,0.802825163137086,0,0,0.0,0.0,758,4,0.06823697482359038
Whale_2,2,BTC,2857106.1089592935,74884.16680218006,77025.09058609138,38.15367428079758,2938790.2176706586,81684.10871136514,2.8589805767178436,2025-02-17,13190943.926236376,3,0.6409194044648627,1.0,0.3289169876683353,0.4403847638569133,1,Position Trading,2,0.6340807574750101,Short,86446.61685131348,50320.327822594874,33,21,12,0.09031026684372473,0.13175562754509895,27311.17021010716,0.955903252051612,1,0.5328993174608142,0,1,-376439.8083488676,-13.175562754509896,1762,27,0.27146794131420404
Whale_2,2,LINK,7181117.894151133,63.30992720488691,54.20271728883543,113427.99164673215,6148105.3638682095,-1033012.530282923,-14.385121446401678,2025-02-21,29745089.391044725,3,0.7573006906257915,39.8519599674597,0.13263767216009614,0.051279344500774426,1,Day Trading,4,0.6899783584666591,Short,74.03265996095858,34.44046512342597,96,72,24,0.1568351251103829,0.07952955847142212,701910.8586579347,9.774395421493166,18,0.9887665472931424,17,1,1031953.5978718983,14.370375380028264,1248,22,0.49312494542675805
Whale_2,2,DOGE,331837.01852062996,27.720979255983117,19.90236331709453,11970.609532093222,238243.42003479425,-93593.59848583571,-28.20468882678835,2025-03-27,1315724.1514918872,12,0.5428534433264434,37.780416865766696,0.43680923000479255,0.9003827527276241,2,Swing Trading,2,0.6097802089807172,Long,23.028429291709852,33.4961712692163,67,36,31,0.0208783886863817,0.06140904611216225,-5705.905027140218,-1.719490204130281,0,0.7089836163872588,0,0,0.0,0.0,1874,34,0.22984051936805244
Whale_3,3,DOT,1231860.0761082582,55.893097352738806,73.68517979034056,22039.574374167263,1623990.0002630972,392129.924154839,31.832342955189493,2025-01-27,1989194.6581698437,16,0.7048697890826721,19.799934988230863,0.13766279530742406,0.9892753241061815,1,Arbitrage,5,0.5845042974523951,Long,48.97675238989331,72.06792859921741,42,29,13,0.36131121569582025,0.07507966886467772,278693.3710115493,22.623784666518993,9,0.7050511502021397,6,3,265894.0255766054,21.58475875089876,1115,5,0.5629728270486059
Whale_3,3,AVAX,4593225.469652754,27.20340657010112,30.98290863648515,168847.43672879203,5231384.70567287,638159.2360201161,13.893488143275507,2025-01-10,14191384.664087728,18,0.39483964652714737,33.06424413001993,0.42448167069440124,1.5570314784015344,3,Day Trading,2,0.32337787938614015,Long,24.469923070521183,37.058903006103435,35,13,22,0.2636242317119263,0.04375241310835715,323436.817150329,7.041605496774812,18,0.5230316845585675,9,9,504960.41863439203,10.993590930178456,716,7,0.13862362071624218
